names,region,eng_state,admin_date,voc_1,voc_2,voc_3,voc_4,voc_5,voc_6,voc_7,voc_8,cont_1_read_voc,cont_2_read_det,cont_3_read_mi,cont_4_list_det,cont_5_list_voc,cont_6_list_mi,cont_7_rl_ci,cont_8_rl_ci,empd_1_read_voc,empd_2_read_mi,empd_3_read_det,empd_4_list_voc,empd_5_list_det,empd_6_list_mi,empd_7_rl_ci,empd_8_rl_ci,ethc_1_read_mi,ethc_2_read_voc,ethc_3_read_det,ethc_4_list_voc,ethc_5_list_det,ethc_6_list_mi,ethc_7_rl_ci,ethc_8_rl_ci,tort_1_read_mi,tort_2_read_det,tort_3_read_voc,tort_4_list_det,tort_5_list_mi,tort_6_list_voc,tort_7_rl_ci,tort_8_rl_ci
Lurline Schaefer,North America,NS,1951-11-08T21:11:17Z,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
Miss Elba Stamm PhD,North America,NS,1998-06-03T13:01:07Z,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
Torrey Kirlin II,North America,NS,1954-10-20T23:13:53Z,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
Ms. Tillie Lang,North America,NS,1927-08-14T01:25:22Z,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Al Christiansen,North America,NS,2006-03-15T04:57:02Z,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
Nia Gerlach,North America,NS,1946-08-14T22:31:50Z,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
Cullen Blanda,North America,NS,2004-08-13T22:41:04Z,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
Anie Kirlin,North America,NS,2012-09-14T20:20:22Z,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
Dr. Ricardo King,North America,NS,1959-01-10T18:52:36Z,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
Shelley Blick,North America,NS,2009-05-13T01:19:03Z,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
Lashawn O'Hara,North America,NS,1926-12-18T22:25:06Z,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1
Amani Schneider PhD,North America,NS,1926-11-25T02:58:37Z,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1
Mr. Chester Quitzon,North America,NS,2017-02-24T16:20:26Z,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Evelyn Murphy,North America,NS,1954-01-13T21:48:24Z,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Benson Yundt,North America,NS,2014-12-25T01:39:50Z,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Les Jacobi-Kuphal,North America,NS,1937-05-16T19:01:00Z,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Coby Lang,North America,NS,1980-08-25T10:34:06Z,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Ignatz Bergstrom,North America,NS,1953-06-06T12:43:03Z,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
Alfonzo Bernhard,North America,NS,1969-09-04T04:54:45Z,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Finis Koss,North America,NS,1972-01-31T19:03:12Z,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
Tallie Cassin-Schuppe,North America,NS,1921-12-01T13:41:23Z,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
Giuliana Buckridge MD,North America,NS,1931-03-09T07:32:24Z,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
Jep Legros,North America,NS,1942-04-24T01:51:45Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0
Jacklyn Predovic,North America,NS,2009-02-17T10:54:42Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0
Dr. Quinn Skiles DDS,North America,NS,1930-07-19T17:38:02Z,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
Shamika Walker-Russel,North America,NS,2017-10-22T11:58:08Z,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
Mr. Abe Price III,North America,NS,1969-06-23T07:54:38Z,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
Levar Rowe,North America,NS,1936-06-08T14:39:49Z,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
Jens O'Keefe DDS,North America,NS,1945-06-19T11:29:37Z,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1
Ridge O'Kon,North America,NS,1971-02-15T23:03:40Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Elder Hane,North America,NS,1931-09-05T21:19:15Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Lena Adams,North America,NS,1934-12-19T09:32:36Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
Blain Hirthe III,North America,NS,1954-07-12T23:11:21Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
Danyell West,North America,NS,2018-11-15T02:09:51Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
Mrs. Adelyn Bosco,North America,NS,1955-09-20T17:15:24Z,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
Dr. Chalmers Moen I,North America,NS,1942-02-19T21:33:45Z,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
Mr. Greg Walter,North America,NS,1952-04-15T12:51:03Z,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
Elby Schmitt,North America,NS,1999-01-01T20:18:04Z,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
Easton Schoen,North America,NS,1996-06-15T00:46:56Z,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
Luke Pagac,North America,NS,2006-03-20T18:30:18Z,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
Gillian Osinski,North America,NS,1932-02-01T23:47:19Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Ruthann Schmitt,North America,NS,1922-01-21T06:53:04Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Lorena Ankunding,North America,NS,2014-10-25T07:31:01Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Mikeal Berge Sr.,North America,NS,2013-01-14T05:26:49Z,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Ms. Lina Hayes,North America,NS,1959-04-29T14:53:42Z,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Dr. Alexandrea Murazik MD,North America,NS,1969-02-01T00:07:24Z,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
Leitha Gutkowski,North America,NS,1945-01-06T13:43:27Z,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
Miss Helena Konopelski,North America,NS,2004-03-09T23:44:35Z,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
Jayden Keeling,North America,NS,1955-03-02T23:38:25Z,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
Thalia Abernathy DDS,North America,NS,1932-11-25T00:41:30Z,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
Leia Barton MD,North America,NS,2010-07-31T00:37:13Z,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
Mr. Delma McClure III,North America,NS,1975-04-05T10:35:40Z,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
Dr. Ruffus Kub Sr.,North America,NS,1982-04-28T15:22:34Z,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
Mr. Michale Olson I,North America,NS,1965-12-23T14:37:11Z,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
Mrs. Earline Lowe DVM,North America,NS,1982-05-28T16:15:15Z,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
Miss Britny Schultz,North America,NS,1990-02-06T06:52:40Z,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0
Starla Reynolds,North America,NS,1952-11-05T02:58:52Z,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0
Manerva Botsford,North America,NS,1932-03-13T12:16:30Z,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0
Lionel Ruecker,North America,NS,1936-03-21T09:11:00Z,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0
Bernhard Rippin,North America,NS,1954-09-25T03:48:06Z,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0
Ransom Powlowski,North America,NS,1949-03-28T11:24:23Z,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0
Cassius Jenkins,North America,NS,1950-10-24T20:11:25Z,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0
Mrs. Teresa VonRueden DDS,North America,NS,2017-01-06T17:05:49Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Roosevelt Grant,North America,NS,1986-01-26T22:37:28Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Christop Reilly-Gottlieb,North America,NS,2003-01-01T15:34:22Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Kirby Maggio,North America,NS,1959-05-07T13:02:18Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Ozella Hermann,North America,NS,2003-08-29T07:57:46Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Dr. Kazuo Ritchie IV,North America,NS,1921-11-01T11:10:23Z,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Rodrick Hermiston,North America,NS,1937-11-23T06:26:20Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
Jory Wiegand,North America,NS,1982-10-30T06:48:01Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
Dr. Zion Pacocha,North America,NS,1997-08-28T20:08:11Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
Antonetta Gleichner,North America,NS,1941-02-19T21:38:21Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
Lissie Beahan,North America,NS,2018-06-14T15:33:53Z,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
Verlyn Lowe,North America,NS,2001-11-01T18:38:26Z,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
Wirt Heathcote,North America,NS,1936-07-18T23:44:39Z,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
Karl Kunde,North America,NS,2012-09-02T22:05:26Z,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
Gustaf Mohr,North America,NS,1952-07-16T01:32:22Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Hillary Stark,North America,NS,1988-07-05T01:57:44Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Jaydan Windler,North America,NS,1982-03-05T03:56:14Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Damian Stamm-Botsford,North America,NS,1962-07-15T10:33:59Z,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
Maybell Wolff DDS,North America,NS,1941-09-30T19:49:13Z,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
Socorro Anderson,North America,NS,1998-12-20T20:33:22Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Vernal Walsh,North America,NS,2003-08-22T15:06:40Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Miss Margaretha Kub MD,North America,NS,1927-09-11T21:31:46Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Dr. Rayshawn Dickinson,North America,NS,1939-03-12T01:12:08Z,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Tawanda Ankunding,North America,NS,1928-01-29T10:30:28Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Dr. Melville Hyatt,North America,NS,1971-03-12T18:43:27Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Earnestine Collins-Stracke,North America,NS,1943-11-13T07:56:40Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Frankie Block,North America,NS,1967-09-04T16:37:56Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Toriano Gerlach,North America,NS,1961-09-02T01:59:44Z,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Paisley White,North America,NS,1975-11-06T23:14:27Z,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
Nicholaus Hegmann,North America,NS,2018-03-09T17:05:08Z,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
Lott Sipes,North America,NS,1957-12-30T11:40:49Z,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
Gerold Fadel,North America,NS,1932-02-01T06:55:15Z,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
Harrison Swaniawski-Hahn,North America,NS,1955-04-16T13:48:49Z,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
Mr. Linnie Pfannerstill,North America,NS,1957-11-02T01:35:10Z,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
Ossie Hodkiewicz-Pacocha,North America,NS,1937-03-01T14:19:29Z,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
Regan Koch-Wintheiser,North America,NS,2005-10-03T16:43:22Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Shelli Mann,North America,NS,1987-10-07T10:42:02Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Gabe Mraz,North America,NS,1926-10-10T08:08:36Z,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Beyonce Rowe-Kirlin,North America,NS,1968-07-11T07:58:35Z,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
Dr. Errol Gleason Sr.,North America,NS,1990-01-15T05:00:03Z,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
Jaxson Franecki,North America,NS,1925-02-05T17:17:47Z,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
Dr. Maye Altenwerth,North America,NS,1929-08-03T20:40:47Z,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
Mr. Carlisle Boyle,North America,NS,1966-09-26T01:46:18Z,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Benjamen Cummings MD,North America,NS,2010-04-27T21:17:30Z,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Dr. Johnnie Stark DVM,North America,NS,1966-07-04T14:59:34Z,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
Brittnay Bergstrom,North America,NS,1994-03-08T04:36:41Z,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0
Andon Mraz,North America,NS,2015-08-08T21:51:55Z,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0
Ms. Aliza Grimes DVM,North America,NS,1935-05-03T06:34:57Z,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
Alfredo Metz DVM,North America,NS,1939-06-18T10:51:54Z,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
Mrs. Gisselle Dietrich,North America,NS,1995-09-14T12:03:35Z,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
Casen Jenkins-Quitzon,North America,NS,1972-06-19T00:39:22Z,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
Jaimee Ondricka,North America,NS,1952-04-18T06:40:18Z,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Butch Zemlak,North America,NS,2004-10-03T20:16:17Z,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Mr. Ned Hoppe III,North America,NS,1989-03-20T05:06:57Z,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Mrs. Helga Klein DDS,North America,NS,1927-04-17T07:51:01Z,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Brook Kirlin,North America,NS,1959-08-28T07:07:10Z,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
Mr. Darryll Stark IV,North America,NS,1923-01-01T13:31:27Z,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
Eden Kreiger-Grant,North America,NS,1950-05-08T08:57:01Z,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
Rena Bode-Fadel,North America,NS,1966-02-18T23:40:27Z,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
